"Project ID";"8"
"Project";"AI Hub"
"Run ID";"87"
"Run";"25.38.0-aihub UAT"
"Exported at";"2025-09-18T07:28:40.484Z"
"Closed";"No"
"Created at";"2025-09-16T01:16:19.688Z"
"Created by";"Cody Boggs"
"Forecast";"16287.496"
"Milestone";"release-25.38.0-aihub"
"Started";"Yes"
"Started at";"2025-09-16T07:36:49.251Z"
"State";"In progress"
"Untested";"391";"100%"
"Passed";"0";"0%"
"Failed";"0";"0%"
"Retest";"0";"0%"
"Blocked";"0";"0%"
"Skipped";"0";"0%"

"Case ID";"Test ID";"Test";"Result ID";"Assigned to";"Automation";"Comment";"Created at";"Created by";"Deleted";"Deleted at";"Deleted by";"Description";"Elapsed";"Estimate";"Expected";"Folder";"Forecast";"Issues";"Issues (case)";"Priority";"State";"Status";"Steps (Expected)";"Steps (Note)";"Steps (Status)";"Steps (Step)";"Tags";"Template";"Updated at";"Updated by"
"3147";"56656";"Commercial user runs an app in a shared workspace";"";"";"No";"";"";"";"";"";"";"<p>The workspace name should appear correctly in the runs table within the app card, and it should appear in the app runs table in My Hub for the shared workspace</p>";"";"";"";"Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3452";"56790";"Any user can cancel a run they started";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3635";"56892";"User can customize an app";"";"";"No";"";"";"";"";"";"";"<ol><li>Try customizing an app (I use ""Customize App Demo"" on UAT)</li><li>Ensure classes/fields/validations and results match</li></ol><p> </p><p>It would also be good to test creating a customizable app, but the main flow we want to verify is that users can customize Instabase made apps.</p>";"";"";"";"Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3672";"56925";"Community user can view results for different app runs";"";"";"No";"";"";"";"";"";"";"<p>Regression test for <a href=""https://instabase.atlassian.net/browse/EPD-3671"">https://instabase.atlassian.net/browse/EPD-3671</a></p><ol><li>Use the community user context</li><li>Open an app and run it twice with different files</li><li>Open each app run -&gt; you should see each app run's files as expected</li></ol>";"";"";"";"Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3119";"56640";"Owner can share an app";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Community Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3120";"56641";"Community user can open shared link";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Community Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3122";"56642";"User can run a job when app is shared";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Community Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3124";"56643";"User sees ""No Access"" modal when sharing is turned off";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Community Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3125";"56644";"Logged out user can access shared link";"";"";"No";"";"";"";"";"";"";"<p>Only schema for Marketplace apps should be visible for logged out users</p>";"";"";"";"Community Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3128";"56645";"The ""Share"" button only appears for App owner";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Community Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3129";"56646";"Owner can share app with Organization";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Commercial Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3130";"56647";"Community user cannot open the shared link";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Commercial Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3131";"56648";"Commercial user with same org can view shared app";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Commercial Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3132";"56649";"Commercial user outside org can not view app";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Commercial Sharing";"";"";"";"Normal";"Retired";"Untested";"";"";"";"";"";"Case (text)";"";""
"3133";"56650";"App is listed in the ""Apps from my organization"" of the AIHub ""apps"" section";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Commercial Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3138";"56651";"The ""Share"" button only appears for App owner";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Commercial Sharing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3148";"56657";"Doc Translation";"";"";"No";"";"";"";"";"";"";"<ol><li>Open the Doc Translation app on AI Hub.</li><li>Set the language pair as English -&gt; German</li><li>Upload the folder from here: <a href=""https://drive.google.com/drive/u/1/folders/1V4TNR_rewIivfy2fq0ZQLYf7trOoMmCS"">https://drive.google.com/drive/u/1/folders/1V4TNR_rewIivfy2fq0ZQLYf7trOoMmCS</a> </li></ol>";"";"";"<ol><li>All the files are translated to German</li><li>Layout and styling are closely preserved</li></ol>";"Public Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3221";"56692";"Integration CRUD operations";"";"";"No";"";"";"";"";"";"";"<p>For a published app, user should be able to do the following for all 3 integrations:</p><ul><li>Create an integration</li><li>Get the integration (by refreshing the page)</li><li>Edit an integration</li><li>Delete an integration</li></ul>";"";"";"";"Integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3222";"56693";"Test run integration against a batch";"";"";"No";"";"";"";"";"";"";"<p>For a published app, a user should be able to:</p><ul><li>Run a UDF integration given an existing app run.<ul><li><code>print()</code> statements should print in the logs.</li></ul></li></ul>";"";"";"";"Integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3383";"56750";"Users are shown a warning when trying to exit with unsaved changes";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3384";"56751";"User can download their files when test running their Drive Integration";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3550";"56859";"Ensure that an app's integration is carried over after incrementing version";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3428";"56773";"Can add/remove sample docs";"";"";"No";"";"";"";"";"";"";"<ol><li>App run view</li><li>Go to Settings</li><li>Add/remove sample docs</li></ol>";"";"";"";"Publishing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3427";"56772";"Can publish app from Admin account";"";"";"No";"";"";"";"";"";"";"<p>Need to be Site Admin <a href=""mailto:support-testing@instabase.com"">support-testing@instabase.com</a> </p><ol><li>Run deployment of app</li><li>Go to Versions tab</li><li>Publish app</li></ol>";"";"";"";"Publishing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3429";"56774";"Verify with another account that App is public";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Publishing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3430";"56775";"Can unpublish app from Admin account";"";"";"No";"";"";"";"";"";"";"<p>Need to be Site Admin <a href=""mailto:support-testing@instabase.com"">support-testing@instabase.com</a> </p><ol><li>Run deployment of app</li><li>Go to Versions tab</li><li>Unpublish app</li></ol>";"";"";"";"Publishing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3431";"56776";"Verify a non-admin account cannot publish";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Publishing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3518";"56835";"User can view ground truth sets";"";"";"No";"";"";"";"";"";"";"<p>Example set <a href=""https://aihub-uat.internal.instabase.com/hub/apps/cd2852fa-f77d-4cf5-9f9c-9f23553b3c55/accuracy"">https://aihub-uat.internal.instabase.com/hub/apps/cd2852fa-f77d-4cf5-9f9c-9f23553b3c55/accuracy</a></p>";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3519";"56836";"User can rename ground truth set";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3608";"56880";"User can run accuracy test";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3543";"56853";"User can view accuracy tests";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3599";"56878";"User can view ground truth set snapshot for accuracy test";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3586";"56865";"User can create a ground truth set";"";"";"No";"";"";"";"";"";"";"<ul><li>Create a project files ground truth set</li><li>Create a ground truth set by uploading files</li><li>Create an app run ground truth set</li><li>also, mark a document as reviewed and navigate back to gt sets list view, verify the gt set name is rendered and clickable (<a href=""https://instabase.atlassian.net/browse/EPD-3329"">EPD-3329</a>)</li></ul>";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3597";"56876";"User can edit ground truth value inside accuracy report";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3598";"56877";"User can re-run accuracy test";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Solution Accuracy";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3567";"56860";"App Owner - Build a new app and choose sample files";"";"";"No";"";"";"";"";"";"";"<p>When you click to ""Create App"" in Build you will see the ""Add sample files"" section.</p>";"";"";"";"Sample files";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3569";"56861";"App Owner - In ""App Info"" you can change the sample files";"";"";"No";"";"";"";"";"";"";"<p>After changing the sample files the new thumbnails should appear automatically.</p>";"";"";"";"Sample files";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3572";"56862";"Logged out user - Can view sample results";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Sample files";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3574";"56863";"Shared user - Can run a job using the sample files";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Sample files";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3575";"56864";"Job ID is replaced with ""Sample run"" in App Runs table";"";"";"No";"";"";"";"";"";"";"<figure class=""image""><img src=""/attachments/view/830"" alt=""830"" /></figure>";"";"";"";"Sample files";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3544";"56854";"Advanced apps - create a new advanced app from ibflowbin";"";"";"No";"";"";"";"";"";"";"<p>This is covered by advanced-apps.spec.ts</p><p>With a user with marketplace_admin permission:</p><ul><li>Create a new advanced app</li><li>It should show up in the app store</li></ul>";"";"";"";"Advanced Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3545";"56855";"Advanced apps - create new version";"";"";"No";"";"";"";"";"";"";"<p>This is covered by advanced-apps.spec.ts</p><ul><li>Should display all the updates in version history page</li></ul>";"";"";"";"Advanced Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3548";"56858";"Advanced apps - delete advanced app";"";"";"No";"";"";"";"";"";"";"<p>This is covered by advanced-apps.spec.ts</p><ul><li>Should delete all versions of the app automatically</li></ul>";"";"";"";"Advanced Apps";"";"";"";"Normal";"Retired";"Untested";"";"";"";"";"";"Case (text)";"";""
"3546";"56856";"Advanced apps - run advanced app";"";"";"No";"";"";"";"";"";"";"<p>This is covered by advanced-apps.spec.ts</p><ul><li>App should run and results should show up</li></ul>";"";"";"";"Advanced Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3547";"56857";"Advanced apps - custom icons";"";"";"No";"";"";"";"";"";"";"<ul><li>Create a new advanced app with a custom icon</li><li>Update advanced app with custom icon</li></ul>";"";"";"";"Advanced Apps";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3655";"56910";"Test FR (PDF/image) table field in app run";"";"";"No";"";"";"";"";"";"";"<p>Create an app from a build project with FR (PDF/image) doc and create a <code>TABLE</code> datatype field. </p><p>Check if the answer is coming properly and table image provenance is highlighted when table field is selected.</p><p>Use this <code>BankStatementChequing.png</code> bank statement document from <a href=""https://drive.google.com/drive/folders/1U5kpiYXMMbWvcqCSe3HVtveRZ4jSGly2?usp=drive_link"">this sample files folder</a>.</p><p>Table field should be ""Bank statement transactions""</p><p>App run result should look like this</p><figure class=""image""><img src=""/attachments/view/1101"" alt=""1101"" /></figure>";"";"";"";"TDF";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3656";"56911";"Test Excel table field in app run";"";"";"No";"";"";"";"";"";"";"<p>Create an app from a build project with Excel file and a <code>TABLE</code> datatype field.</p><p>Check if the answer is coming properly in an app run.</p><p>Use this <code>netflix-titles.xlsx</code> Excel document from <a href=""https://drive.google.com/drive/folders/1U5kpiYXMMbWvcqCSe3HVtveRZ4jSGly2?usp=drive_link"">this sample files folder</a>.</p><p>Table field should be ""Netflix shows""</p><p>App run result should look like this</p><figure class=""image""><img src=""/attachments/view/1104"" alt=""1104"" /></figure>";"";"";"";"TDF";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2788";"56557";"Personal user queries Converse and usage is recorded";"";"";"No";"";"";"";"";"";"";"<ol><li>Create a new converse app</li><li>Upload files</li><li>Ask a question</li></ol><p>Test for all the models, Default/Advanced/Mulstistep and verify that the correct amount is subtracted for each.</p>";"";"";"<ul><li>The sidebar credits counter decrements to show units consumed</li><li>Usage page correctly shows the units consumed</li></ul>";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3013";"56599";"Personal user adds fields in Build and usage is recorded";"";"";"No";"";"";"";"";"";"";"<ol><li>Create a build project</li><li>Upload a document</li><li>Add a field</li><li>Credits should be decremented per the pricing model</li></ol>";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3014";"56600";"Personal user runs a batch app and usage is recorded";"";"";"No";"";"";"";"";"";"";"<ol><li>Go to home page</li><li>Find an app (e.g., Driver's License)</li><li>Run the app</li></ol>";"";"";"<ul><li>Units in the side navbar counter should decrement</li><li>Units on the the settings &gt; usage page should decrement</li></ul>";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3087";"56615";"Personal user runs Doc Translation and decrements 20 units per page";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2789";"56558";"Personal user creates an account and receives free credits";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2804";"56559";"Personal subscribes to AI Hub";"";"";"No";"";"";"";"";"";"";"<p>Go to the Billing Page and subscribe using the card number <code>4242424242424242</code> with any future date and CCV.</p>";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3084";"56612";"Commercial user queries Converse and org usage is recorded";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3085";"56613";"Commercial user adds fields in Build mode and org usage is recorded";"";"";"No";"";"";"";"";"";"";"<ol><li>Log in as commercial org admin</li><li>Perform extraction in build</li><li>Verify that units were consumed</li></ol>";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3086";"56614";"Commercial user runs a batch app and org usage is recorded";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3202";"56683";"Commercial user runs Doc Translation and decrements 20 units per page";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Billing";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3605";"56879";"Getting the datasources the user has access to";"";"";"No";"";"";"";"";"";"";"";"";"";"";"DataSources";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3632";"56889";"S3 end to end test";"";"";"No";"";"";"";"";"";"";"<ol><li>Log into an admin account</li><li>Mount a new S3 drive in Workspaces &gt; Data </li><li>Use the instabase golden tests drive with the path: ""search_uat/""</li><li>Once the indexing is complete, ask a question for the dataset: ""what is the date of 2002 master agreement?""</li></ol>";"";"";"<ol><li>All the files should be indexed without any error</li><li>Query's answer should be correct and should refer the appropriate document from the dataset. Example: ""The 2002 Master Agreement is dated as of July 27, 2004[1]""</li></ol>";"Crawler/Indexer";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3633";"56890";"Gdrive end to end test";"";"";"No";"";"";"";"";"";"";"<ol><li>Log into the account for <a href=""mailto:svc-enterprise-search@instabase.com"">svc-enterprise-search@instabase.com</a></li><li>Mount a new GDrive in Workspaces &gt; Data with the filter ""Search Test Drive""</li><li>Once the indexing is complete, ask a question for the dataset: ""What is an iPhone"".</li></ol><p>Note: There is a 1000 page document in the dataset. Make sure that fails if the uat environment has a limit set to a value less than that. Env var to check: <code>PROCESS_FILES_SEARCH_MAX_PAGES</code></p>";"";"";"<ol><li>All the files should be indexed without any error</li><li>Query's answer should be correct and should refer the appropriate document from the dataset</li></ol>";"Crawler/Indexer";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3667";"56922";"Test Sharepoint Connector";"";"";"No";"";"";"";"";"";"";"<p>End-to-end test for the Sharepoint connector. It should be able to</p><ul><li>Mount a Sharepoint datasource</li><li>Index the Sharepoint datasource</li><li>Create a chatbot using the indexed SharePoint data source, then run a search query and get back a result</li><li>Update indexing for the Sharepoint datasource</li><li>Unmount the Sharepoint datasource</li></ul>";"";"";"";"Crawler/Indexer";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3668";"56923";"Test Confluence Connector";"";"";"No";"";"";"";"";"";"";"<p>End-to-end test for the Confluence connector. It should be able to</p><ul><li>Mount a Confluence datasource</li><li>Index the Confluence datasource</li><li>Run a search query and get back a result from the Confluence datasource</li><li>Update index interval for the Confluence datasource</li><li>Unmount a Confluence datasource</li></ul>";"";"";"";"Crawler/Indexer";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3671";"56924";"Test Azure Blob Connector";"";"";"No";"";"";"";"";"";"";"<p>End-to-end test for the Azure Blob connector. It should be able to</p><ul><li>Mount a Azure Blob datasource</li><li>Index the Azure Blob datasource</li><li>Run a search query and get back a result from the Azure Blob datasource</li><li>Update index interval for the Azure Blob datasource</li><li>Unmount a Azure Blob datasource</li></ul>";"";"";"";"Crawler/Indexer";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"28221";"56942";"Test OneDrive Connector";"";"";"No";"";"";"";"";"";"";"<p>End-to-end test for the OneDrive connector. It should be able to</p><ul><li>Mount a OneDrive datasource</li><li>Index the OneDrive datasource</li><li>Create a chatbot using the indexed OneDrive data source, then run a search query and get back a result</li><li>Update indexing for the OneDrive datasource</li><li>Unmount the OneDrive datasource</li></ul>";"";"";"";"Crawler/Indexer";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2778";"56553";"CRUD a Google Drive";"";"";"No";"";"";"";"";"";"";"<p>Mount, update, unmount a Google Drive</p>";"";"";"";"Workspace Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2781";"56554";"Export Build App results to Google Drive";"";"";"No";"";"";"";"";"";"";"<p>Before test:</p><ul><li>Mount a google drive (no need for indexing)</li><li>Create a build/automate app</li></ul><p>During test</p><ul><li>Open a build app</li><li>Click on the ""App runs"" tab and open an app run by clicking on a specific run</li><li>In the New Project drop down, click Export Results -&gt; Save to external drive -&gt; CSV files</li><li>Choose a Google Drive</li><li>Look for the success message pop up, then validate that the files have been created in the specified Google Drive</li></ul>";"";"";"";"Workspace Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2782";"56555";"CRUD a S3 Mount with Access Key Pair";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Workspace Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3201";"56682";"CRUD an azure blob drive";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Workspace Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3410";"56763";"Deleting repo drive";"";"";"No";"";"";"";"";"";"";"<ol><li>Create a repo drive</li><li>Set repo drive as default drive for repo</li><li>Add 2 projects, 2 conversations, 2 app runs to the repo drive</li><li>Set repo default drive to something other than the repo drive</li><li>Deleting the repo drive should succeed</li><li>All projects/conversations should disappear, app runs should be grayed out</li></ol>";"";"";"";"Workspace Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3636";"56893";"CRUD a S3 Mount with IAM Role";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Workspace Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3192";"56678";"CRUD an S3 org drive";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Org Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3193";"56679";"CRUD an azure blob org drive";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Org Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3198";"56680";"Deleting org drives";"";"";"No";"";"";"";"";"";"";"<ol><li>Create an org drive</li><li>Set org drive as default drive for org</li><li>Add 2 projects, 2 conversations, 2 app runs to the org drive scattered in 2 repos</li><li>Set default drive to something other than the org drive</li><li>Deleting the org drive should succeed</li><li>All projects/conversations should disappear, app runs should be grayed out</li></ol>";"";"";"";"Org Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3436";"56778";"Disabling IB drive";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Org Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"4194";"56933";"CRUD org IAM role + drive";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Org Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3199";"56681";"Workspace default drive overrides org default drive";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Default Drives";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2783";"56556";"Login using Google auth";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Login";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2994";"56595";"Sign up using Google Auth - fill profile";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Login";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2996";"56596";"Accept org invite using Basic Auth - fill profile - new user";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Login";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2997";"56597";"Accept org invite using Google Auth - fill profile - new user";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Login";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3164";"56663";"Accept org invite using Basic Auth - existing user";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Login";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3165";"56664";"Accept org invite using Google Auth - existing user";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Login";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2806";"56560";"User navigates AIHub Homepage to find chat, builder, and apps";"";"";"Yes";"";"";"";"";"";"";"<p><a href=""https://github.com/instabase/instabase/blob/master/webserver/shared/src/js/webpacked/apps/src/aihub/__e2e__/view-home-page.spec.js"">view-home-page.spec.js</a></p>";"";"";"";"Landing page";"";"";"";"Normal";"Retired";"Untested";"";"";"";"";"";"Case (text)";"";""
"2807";"56561";"Logged in user gives overall in-product feedback";"";"";"Yes";"";"";"";"";"";"";"<p><a href=""https://github.com/instabase/instabase/blob/master/webserver/shared/src/js/webpacked/apps/src/aihub/__e2e__/send-product-feedback.spec.js"">send-product-feedback.spec.js</a></p>";"";"";"";"Landing page";"";"";"";"Normal";"Retired";"Untested";"";"";"";"";"";"Case (text)";"";""
"3089";"56617";"User sees cookie consent form";"";"";"No";"";"";"";"";"";"";"<ol><li>Apply <a href=""https://github.com/instabase/instabase/blob/375bb462aac47965615be968945f3d1cebec35f0/deployment-configs/environment-patches/saas-advanced-patches/saas-hierarchial-patches/tenant/aihub-prd/webapp-show-cookie-consent-form.yml"">this patch</a> in <a href=""https://aihub-uat.internal.instabase.com/deployment-manager/configs?targetObject=deployment-webapp"">Deployment Manager</a> on webapp<ol><li>When copy-pasting the patch, change the top line to <code># target: deployment-webapp</code></li></ol></li><li>Wait for <code>deployment-webapp</code> to redeploy</li><li>Remove any <code>Optanon</code> cookies from your tab that has aihub-uat open<ol><li><figure class=""image""><img src=""/attachments/view/2121"" alt=""2121"" /></figure></li></ol></li><li>Test that the consent form appears on aihub-uat pages</li><li>Delete the patch on Deployment Manager</li></ol>";"";"";"";"Landing page";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3187";"56674";"Text Enrichment using Form Recognizer in Converse";"";"";"No";"";"";"";"";"";"";"<p>Test Doc:<a href=""https://drive.google.com/file/d/1EHz3bUq6kTqvTqJ2ZMc7MjkggVfCQe8E/view?usp=drive_link""> <u>Checkbox Doc</u></a></p><ul><li>Create a new project in Converse</li><li>Select the option: Object Detection and Multipage tables and Checkboxes </li><li>Upload the test doc</li><li>Ask ""What does the person select on Fatigue""</li></ul>";"";"";"<ol><li>Digitization, indexation which involves text enrichment using FR should happen successfully without any errors</li><li>Converse should answer ""The person <strong>admits work stress</strong> on Fatigue.""</li></ol><figure class=""image""><img src=""/attachments/view/714"" alt=""714"" /></figure>";"IBLLM";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
